ID,Label,Slope,Aspect,Elevation,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm
552,product-103897,2,9,59,45,25,61,86,93,61
553,product-104647,2,9,55,7,23,76,86,93,61
554,product-108458,2,9,56,4,23,65,86,93,61
555,product-108724,2,9,51,21,29,33,86,93,61
556,product-92278,2,9,57,22,29,57,86,93,61
557,product-91629,2,9,52,0,22,46,86,93,61
558,product-91434,2,9,47,16,23,32,86,93,61
559,product-93454,2,9,52,4,24,70,86,93,61
560,product-120090,2,9,59,22,22,37,86,93,61
561,product-120593,2,9,64,17,26,58,86,93,61
562,product-119070,2,9,61,12,23,47,86,93,61
563,product-292187,2,9,77,34,28,27,86,93,61
564,product-245846,2,9,63,14,23,31,86,93,61
565,product-241451,2,9,63,13,22,35,86,93,61
566,product-286456,2,9,76,34,27,21,86,93,61
567,product-293318,2,9,44,3,22,14,86,93,61
568,product-350239,2,9,67,24,32,5,86,93,61
569,product-49245,2,9,54,22,25,56,86,93,61
570,product-142212,2,9,71,34,28,83,86,93,61
571,product-348456,2,9,70,21,35,11,86,93,61
572,product-17061,2,9,47,26,25,42,86,93,61
573,product-392061,2,9,23,0,22,4,86,93,61
574,product-50063,2,9,46,20,25,32,86,93,61
575,product-143154,2,9,71,39,44,61,86,93,61
576,product-135897,2,9,64,17,22,39,86,93,61
577,product-142314,2,9,68,8,23,45,86,93,61
578,product-44769,2,9,53,24,23,49,86,93,61
579,product-14826,2,9,39,20,25,17,86,93,61
580,product-48847,2,9,46,22,26,30,86,93,61
581,product-136281,2,9,64,14,22,39,86,93,61
582,product-44984,2,9,53,26,23,50,86,93,61
583,product-132031,2,9,67,41,24,74,86,93,61
584,product-150242,2,9,60,9,23,15,86,93,61
585,product-134927,2,9,68,14,22,80,86,93,61
586,product-371064,2,9,57,0,22,12,86,93,61
587,product-134631,2,9,58,3,22,49,86,93,61
588,product-134558,2,9,69,15,23,81,86,93,61
589,product-142033,2,9,71,37,27,83,86,93,61
590,product-141492,2,9,67,0,22,79,86,93,61
591,product-121567,2,12,59,6,22,40,86,93,61
592,product-218638,2,12,58,20,23,19,86,93,61
593,product-218652,2,12,57,26,25,26,86,93,60
594,product-124468,2,12,59,2,22,45,86,93,61
595,product-64137,2,12,42,34,20,15,86,93,61
596,product-316534,2,12,56,4,23,18,86,93,60
597,product-62298,2,12,54,2,23,56,86,93,61
598,product-125867,2,12,55,22,22,18,86,93,61
599,product-125866,2,12,55,24,22,19,86,93,60
600,product-72142,2,12,53,33,23,68,86,93,61
601,product-307789,2,12,48,4,23,19,86,93,61
602,product-61768,2,12,61,34,32,77,86,93,61
603,product-121169,2,12,64,19,26,58,86,93,60
604,product-321034,2,12,60,10,29,2,86,93,60
605,product-71931,2,12,54,44,25,77,86,93,61
606,product-10847,2,12,48,12,27,52,86,93,61
607,product-217468,2,12,57,12,25,30,86,93,61
608,product-21954,2,12,61,20,28,93,86,93,61
609,product-29315,2,12,57,42,33,73,86,93,61
610,product-63175,2,12,53,35,23,62,86,93,60
611,product-62956,2,12,53,32,24,64,86,93,60
612,product-125364,2,12,66,11,23,75,86,93,60
613,product-63174,2,12,53,32,23,61,86,93,60
614,product-124361,2,12,71,28,34,66,86,93,60
615,product-123179,2,12,68,24,25,82,86,93,60
616,product-29633,2,12,42,15,24,29,86,93,60
617,product-313078,2,12,59,20,15,10,86,93,61
618,product-69919,2,12,65,15,29,47,86,93,61
619,product-310140,2,12,59,56,26,17,86,93,61
620,product-122358,2,12,64,23,29,52,86,93,60
621,product-22565,2,12,52,15,26,58,86,93,61
622,product-122584,2,12,64,24,29,52,86,93,60
623,product-122578,2,12,64,7,22,56,86,93,60
624,product-122802,2,12,64,2,22,57,86,93,61
625,product-122352,2,12,64,10,22,55,86,93,60
626,product-123966,2,12,63,0,22,76,86,93,60
627,product-315399,2,12,66,32,40,15,86,93,61
628,product-65765,2,12,50,43,33,36,86,93,61
629,product-121814,2,12,53,23,32,14,86,93,61
630,product-315971,2,12,72,4,21,65,86,93,60
631,product-314072,2,12,67,0,22,63,86,93,60
632,product-29711,2,12,54,0,22,74,86,93,61
633,product-29808,2,12,58,39,44,78,86,93,61
634,product-4443,2,12,40,25,38,7,86,93,61
635,product-129430,2,12,68,26,26,81,86,93,60
636,product-12988,2,12,47,21,35,43,86,93,61
637,product-12992,2,12,46,28,37,40,86,93,61
638,product-12997,2,12,46,28,29,38,86,93,60
639,product-202652,2,12,33,7,24,6,86,93,61
640,product-332286,2,12,53,15,25,5,86,93,61
641,product-128621,2,12,59,17,26,43,86,93,60
642,product-128312,2,12,69,47,30,65,86,93,60
643,product-331591,2,12,53,14,25,5,86,93,60
644,product-31269,2,12,58,57,35,76,86,93,61
645,product-12832,2,12,46,26,37,41,86,93,61
646,product-204130,2,12,30,4,24,12,86,93,61
647,product-52725,2,12,51,22,25,48,86,93,60
648,product-199262,2,12,58,39,37,36,86,93,61
649,product-199261,2,12,58,41,37,36,86,93,61
650,product-52341,2,12,46,5,22,37,86,93,61
651,product-20162,2,12,59,9,24,91,86,93,60
652,product-13147,2,12,46,30,37,40,86,93,61
653,product-200906,2,12,55,12,25,31,86,93,61
654,product-129921,2,12,67,18,26,74,86,93,61
655,product-53214,2,12,46,18,24,40,86,93,61
656,product-200556,2,12,54,12,23,21,86,93,60
657,product-128311,2,12,69,46,30,65,86,93,60
658,product-128310,2,12,69,44,30,64,86,93,60
659,product-210376,2,12,57,19,29,25,86,93,61
660,product-210279,2,12,59,0,22,43,86,93,60
661,product-326819,2,12,62,26,24,18,86,93,60
662,product-58352,2,12,52,27,23,66,86,93,61
663,product-58819,2,12,53,28,23,65,86,93,61
664,product-325972,2,12,49,0,22,9,86,93,60
665,product-21523,2,12,35,16,24,18,86,93,60
666,product-126605,2,12,59,23,28,38,86,93,60
667,product-60931,2,12,61,31,32,76,86,93,60
668,product-214592,2,12,58,9,23,19,86,93,61
669,product-214520,2,12,61,0,22,50,86,93,60
670,product-323379,2,12,61,30,29,15,86,93,61
671,product-21437,2,12,47,0,22,48,86,93,61
672,product-323393,2,12,60,0,22,14,86,93,60
673,product-60438,2,12,53,31,25,64,86,93,61
674,product-206680,2,12,55,11,24,15,86,93,61
675,product-56984,2,12,55,17,24,50,86,93,61
676,product-128278,2,12,55,5,22,17,86,93,60
677,product-128279,2,12,55,6,22,17,86,93,60
678,product-58304,2,12,32,2,22,1,86,93,61
679,product-58303,2,12,32,4,23,2,86,93,60
680,product-105116,2,12,59,38,32,62,86,93,61
681,product-254534,2,12,78,55,45,44,86,93,60
682,product-88556,2,12,57,0,22,60,86,93,61
683,product-252513,2,12,69,17,24,4,86,93,61
684,product-90451,2,12,44,43,24,16,86,93,61
685,product-90933,2,12,47,9,23,24,86,93,60
686,product-103894,2,12,59,40,26,62,86,93,61
687,product-90007,2,12,52,3,22,66,86,93,61
688,product-104605,2,12,44,27,19,21,86,93,61
689,product-278855,2,12,68,27,25,35,86,93,61
690,product-89580,2,12,55,21,29,47,86,93,60
691,product-281157,2,12,76,32,26,16,86,93,60
692,product-108320,2,12,50,0,22,40,86,93,60
693,product-284617,2,12,76,35,27,19,86,93,60
694,product-284125,2,12,76,34,27,19,86,93,60
695,product-286016,2,12,76,34,27,20,86,93,61
696,product-85064,2,12,42,0,22,10,86,93,61
697,product-85289,2,12,45,6,22,27,86,93,61
698,product-285451,2,12,60,38,34,41,86,93,60
699,product-27664,2,12,52,27,27,58,86,93,60
700,product-107393,2,12,55,4,22,73,86,93,61
701,product-96755,2,12,45,17,23,26,86,93,61
702,product-101030,2,12,55,11,24,76,86,93,61
703,product-263352,2,12,59,81,54,42,86,93,60
704,product-100785,2,12,55,12,23,76,86,93,60
705,product-262841,2,12,59,82,49,42,86,93,60
706,product-100621,2,12,58,4,22,60,86,93,61
707,product-99493,2,12,46,0,22,34,86,93,61
708,product-7570,2,12,64,7,22,57,86,93,60
709,product-7599,2,12,67,41,24,75,86,93,60
710,product-98863,2,12,54,0,22,79,86,93,60
711,product-7514,2,12,57,18,29,62,86,93,61
712,product-271610,2,12,58,4,24,31,86,93,61
713,product-99661,2,12,58,4,22,58,86,93,60
714,product-258261,2,12,36,26,25,19,86,93,60
715,product-102549,2,12,58,2,22,63,86,93,60
716,product-102343,2,12,58,31,27,60,86,93,60
717,product-275863,2,12,71,73,43,27,86,93,60
718,product-91688,2,12,43,31,33,18,86,93,60
719,product-25492,2,12,43,15,27,36,86,93,61
720,product-91755,2,12,52,7,24,69,86,93,60
721,product-26882,2,12,43,6,24,24,86,93,60
722,product-101623,2,12,58,5,22,61,86,93,61
723,product-26631,2,12,68,35,29,61,86,93,61
724,product-101356,2,12,58,5,22,62,86,93,61
725,product-101615,2,12,58,9,22,63,86,93,60
726,product-101616,2,12,58,6,23,62,86,93,61
727,product-259840,2,12,35,41,25,15,86,93,60
728,product-259839,2,12,35,40,25,15,86,93,60
729,product-102160,2,12,49,3,21,43,86,93,61
730,product-259558,2,12,80,43,38,25,86,93,61
731,product-94103,2,12,46,42,22,23,86,93,61
732,product-84984,2,12,52,35,28,39,86,93,61
733,product-28716,2,12,58,61,37,84,86,93,61
734,product-299974,2,12,58,2,22,43,86,93,60
735,product-76662,2,12,65,18,24,46,86,93,61
736,product-234866,2,12,64,55,33,26,86,93,61
737,product-76086,2,12,67,36,30,39,86,93,60
738,product-76135,2,12,58,43,35,78,86,93,61
739,product-76390,2,12,49,11,28,30,86,93,60
740,product-297747,2,12,70,14,24,13,86,93,60
741,product-78471,2,12,53,11,23,70,86,93,61
742,product-236531,2,12,40,27,36,9,86,93,60
743,product-10532,2,12,37,5,22,4,86,93,60
744,product-73417,2,12,59,15,22,56,86,93,60
745,product-73391,2,12,65,35,26,43,86,93,61
746,product-74083,2,12,54,44,27,80,86,93,61
747,product-72904,2,12,45,8,22,26,86,93,61
748,product-72903,2,12,45,10,22,26,86,93,60
749,product-119774,2,12,59,23,27,36,86,93,60
750,product-119248,2,12,61,9,23,46,86,93,60
751,product-303000,2,12,59,2,22,47,86,93,60
752,product-75295,2,12,37,0,22,8,86,93,60
753,product-119247,2,12,61,11,23,47,86,93,60
754,product-302394,2,12,56,33,31,26,86,93,61
755,product-119071,2,12,61,11,23,46,86,93,60
756,product-10377,2,12,46,0,22,54,86,93,60
757,product-75097,2,12,67,43,30,39,86,93,60
758,product-232051,2,12,61,7,23,31,86,93,61
759,product-74725,2,12,53,4,23,70,86,93,61
760,product-78909,2,12,66,42,27,45,86,93,61
761,product-243934,2,12,53,45,58,11,86,93,61
762,product-27981,2,12,47,10,22,45,86,93,61
763,product-111462,2,12,56,32,36,38,86,93,60
764,product-9171,2,12,45,32,32,27,86,93,61
765,product-109367,2,12,56,0,22,79,86,93,61
766,product-286896,2,12,76,35,28,21,86,93,60
767,product-84800,2,12,42,0,22,11,86,93,60
768,product-288900,2,12,69,49,28,27,86,93,61
769,product-288462,2,12,61,41,20,39,86,93,60
770,product-23991,2,12,59,32,22,92,86,93,61
771,product-28350,2,12,68,48,29,59,86,93,61
772,product-80020,2,12,57,31,35,46,86,93,61
773,product-114397,2,12,56,14,22,41,86,93,60
774,product-242697,2,12,66,35,32,14,86,93,61
775,product-81662,2,12,36,12,22,3,86,93,61
776,product-81642,2,12,43,18,24,10,86,93,61
777,product-28167,2,12,50,0,22,86,86,93,60
778,product-294252,2,12,44,29,25,15,86,93,61
779,product-52218,2,12,53,15,21,57,86,93,61
780,product-168994,2,12,4,0,22,0,86,93,0
781,product-41282,2,12,59,43,30,79,86,93,61
782,product-187310,2,12,12,2,21,15,86,93,61
783,product-147583,2,12,58,5,22,13,86,93,60
784,product-18552,2,12,50,27,29,49,86,93,60
785,product-147415,2,12,58,6,22,13,86,93,60
786,product-38992,2,12,56,30,25,60,86,93,61
787,product-366665,2,12,78,26,28,12,86,93,60
788,product-45741,2,12,48,17,23,30,86,93,61
789,product-44722,2,12,57,29,26,75,86,93,61
790,product-365982,2,12,78,19,19,15,86,93,60
791,product-147756,2,12,58,3,22,13,86,93,60
792,product-163259,2,12,59,48,51,19,86,93,60
793,product-14043,2,12,38,24,25,15,86,93,60
794,product-14857,2,12,32,17,21,12,86,93,61
795,product-49187,2,12,59,46,29,80,86,93,60
796,product-187105,2,12,54,9,24,17,86,93,61
797,product-44582,2,12,48,0,22,31,86,93,61
798,product-49078,2,12,47,22,25,32,86,93,61
799,product-139782,2,12,68,22,24,86,86,93,60
800,product-142137,2,12,68,6,23,45,86,93,60
801,product-44090,2,12,56,11,24,70,86,93,61
802,product-134471,2,12,63,18,24,36,86,93,61
803,product-17005,2,12,57,15,26,83,86,93,60
804,product-132997,2,12,67,42,19,75,86,93,60
805,product-146868,2,12,58,11,23,12,86,93,60
806,product-36792,2,12,57,54,32,77,86,93,61
807,product-146687,2,12,58,9,24,12,86,93,60
808,product-43707,2,12,56,9,24,71,86,93,60
809,product-49946,2,12,57,14,26,73,86,93,61
810,product-43892,2,12,56,12,23,72,86,93,61
811,product-37063,2,12,55,37,25,60,86,93,60
812,product-45874,2,12,55,11,24,59,86,93,61
813,product-149186,2,12,73,32,33,56,86,93,61
814,product-44303,2,12,56,13,23,70,86,93,61
815,product-49571,2,12,46,28,25,30,86,93,61
816,product-37134,2,12,42,33,25,18,86,93,60
817,product-147048,2,12,58,11,23,13,86,93,60
818,product-47200,2,12,59,52,31,79,86,93,61
819,product-41462,2,12,59,48,31,80,86,93,61
820,product-47215,2,12,56,28,22,67,86,93,61
821,product-34163,2,12,52,2,23,84,86,93,60
822,product-353439,2,12,46,2,22,30,86,93,61
823,product-133925,2,12,58,9,22,49,86,93,60
824,product-17351,2,12,40,2,22,22,86,93,61
825,product-134091,2,12,58,8,22,49,86,93,60
826,product-47830,2,12,48,11,23,34,86,93,61
827,product-45385,2,12,54,21,26,63,86,93,60
828,product-354923,2,12,73,57,29,13,86,93,61
829,product-45419,2,12,57,27,27,74,86,93,61
830,product-47727,2,12,59,50,28,78,86,93,60
831,product-32552,2,12,56,31,31,67,86,93,61
832,product-45416,2,12,58,51,30,79,86,93,60
833,product-182618,2,12,51,0,22,7,86,93,61
834,product-32529,2,12,59,47,42,82,86,93,61
835,product-17806,2,12,46,12,24,36,86,93,61
836,product-136083,2,12,64,11,23,38,86,93,61
837,product-142393,2,12,71,35,26,84,86,93,60
838,product-47982,2,12,59,57,29,80,86,93,60
839,product-44921,2,12,59,53,31,80,86,93,60
840,product-15518,2,12,47,33,29,42,86,93,61
841,product-387898,2,12,33,2,22,28,86,93,61
842,product-152338,2,12,60,0,22,23,86,93,60
843,product-152339,2,12,60,0,22,23,86,93,60
844,product-37988,2,12,54,13,25,50,86,93,61
845,product-569,2,12,42,4,23,12,86,93,61
846,product-15519,2,12,47,31,29,42,86,93,61
847,product-33017,2,12,59,52,38,75,86,93,61
848,product-134267,2,12,58,7,22,49,86,93,60
849,product-134268,2,12,58,5,22,48,86,93,61
850,product-37803,2,12,46,2,22,35,86,93,61
851,product-37759,2,12,55,38,29,60,86,93,60
852,product-32372,2,12,42,2,22,30,86,93,61
853,product-134269,2,12,58,3,22,48,86,93,61
854,product-390174,2,12,36,0,22,12,86,93,61
855,product-37942,2,12,57,44,25,77,86,93,61
856,product-19302,2,12,63,9,23,94,86,93,61
857,product-48488,2,12,57,32,26,75,86,93,61
858,product-48501,2,12,57,20,24,66,86,93,61
859,product-148244,2,12,70,15,26,62,86,93,60
860,product-136242,2,12,60,0,22,55,86,93,60
861,product-133764,2,12,58,10,22,49,86,93,60
862,product-184451,2,12,52,2,22,10,86,93,61
863,product-364961,2,12,68,2,23,4,86,93,60
864,product-364755,2,12,57,31,28,23,86,93,60
865,product-32442,2,12,53,4,23,71,86,93,60
866,product-41983,2,12,65,28,22,56,86,93,61
867,product-149715,2,12,68,0,22,46,86,93,60
868,product-135055,2,12,56,41,30,12,86,93,60
869,product-42790,2,12,56,10,24,71,86,93,61
870,product-42774,2,12,59,43,31,77,86,93,61
871,product-154617,2,12,54,23,35,24,86,93,60
872,product-33522,2,12,56,34,30,70,86,93,61
873,product-19863,2,12,63,13,23,93,86,93,61
874,product-369353,2,12,67,0,22,27,86,93,61
875,product-132030,2,12,67,40,24,74,86,93,60
876,product-150243,2,12,59,11,23,15,86,93,60
877,product-369352,2,12,66,0,22,27,86,93,60
878,product-134851,2,12,63,11,24,35,86,93,60
879,product-131877,2,12,60,0,22,51,86,93,60
880,product-145874,2,12,39,2,22,14,86,93,61
881,product-397129,2,12,26,0,22,9,86,93,61
882,product-13568,2,12,50,0,22,69,86,93,61
883,product-145278,2,12,57,11,25,10,86,93,60
884,product-141628,2,12,67,2,22,79,86,93,60
885,product-359636,2,12,70,28,28,15,86,93,61
886,product-16633,2,12,47,24,29,42,86,93,61
887,product-380549,2,12,79,38,36,18,86,93,60
888,product-399405,2,12,41,37,27,11,86,93,60
889,product-34795,2,12,67,9,24,62,86,93,61
890,product-42455,2,12,54,13,24,57,86,93,61
891,product-33409,2,12,54,8,23,71,86,93,61
892,product-17517,2,12,51,32,36,55,86,93,61
893,product-398562,2,12,30,17,25,13,86,93,61
894,product-46371,2,12,67,3,22,43,86,93,61
895,product-42719,2,12,66,19,23,52,86,93,61
896,product-14578,2,12,49,23,32,47,86,93,60
897,product-51916,2,12,48,19,26,41,86,93,60
898,product-15727,2,12,47,32,29,43,86,93,61
899,product-343604,2,12,48,2,22,15,86,93,61
900,product-51897,2,12,50,16,24,46,86,93,61
901,product-42651,2,12,54,24,25,55,86,93,61
902,product-50686,2,12,53,8,23,55,86,93,61
903,product-36564,2,12,57,49,31,76,86,93,61
904,product-36555,2,12,57,71,33,79,86,93,61
905,product-197406,2,12,72,26,32,16,86,93,60
906,product-139611,2,12,68,25,24,86,86,93,60
907,product-43324,2,12,55,3,22,70,86,93,61
908,product-43331,2,12,56,11,25,67,86,93,61
909,product-36366,2,12,55,28,31,57,86,93,61
910,product-39369,2,12,56,22,24,74,86,93,60
911,product-160214,2,12,76,11,23,36,86,93,60
912,product-36335,2,12,57,45,31,75,86,93,61
913,product-32071,2,12,56,35,31,67,86,93,61
914,product-43527,2,12,56,12,25,67,86,93,60
915,product-16901,2,12,40,2,22,22,86,93,61
916,product-16373,2,12,48,13,25,59,86,93,61
917,product-16830,2,12,51,29,36,53,86,93,60
918,product-149552,2,12,68,2,22,45,86,93,60
919,product-132810,2,12,67,43,19,75,86,93,60
920,product-43147,2,12,54,17,24,62,86,93,61
921,product-50136,2,12,61,9,27,47,86,93,61
922,product-16307,2,12,60,0,22,95,86,93,61
923,product-39356,2,12,58,58,28,81,86,93,61
924,product-154263,2,12,44,8,22,4,86,93,60
925,product-144480,2,12,70,0,22,89,86,93,60
926,product-46192,2,12,59,49,31,79,86,93,61
927,product-144343,2,12,68,2,22,75,86,93,61
928,product-33255,2,12,59,64,39,77,86,93,61
929,product-316104,2,16,57,6,23,10,87,93,60
930,product-64816,2,16,43,20,24,18,87,93,60
931,product-316843,2,16,64,16,32,9,87,93,60
932,product-64156,2,16,38,20,26,6,87,93,60
933,product-125230,2,16,60,2,22,48,87,93,60
934,product-122583,2,16,64,22,22,53,87,93,60
935,product-4695,2,16,40,3,22,27,87,93,60
936,product-222545,2,16,51,0,22,24,87,93,60
937,product-123867,2,16,59,2,22,44,87,93,60
938,product-309766,2,16,48,11,23,17,87,93,60
939,product-124271,2,16,59,2,22,45,87,93,60
940,product-129240,2,16,62,2,22,59,87,93,60
941,product-128457,2,16,59,13,25,30,87,93,60
942,product-55551,2,16,52,21,25,57,87,93,60
943,product-340352,2,16,69,5,23,9,87,93,60
944,product-197745,2,16,72,25,32,16,87,93,60
945,product-127132,2,16,62,15,23,59,87,93,60
946,product-323731,2,16,60,0,22,14,87,93,60
947,product-126792,2,16,59,21,27,38,87,93,60
948,product-207575,2,16,64,27,37,7,87,93,60
949,product-279713,2,16,75,44,35,16,87,93,60
950,product-254423,2,16,69,18,23,2,87,93,60
951,product-281093,2,16,66,17,25,21,87,93,60
952,product-255076,2,16,72,28,33,42,87,93,60
953,product-254949,2,16,69,17,22,2,87,93,60
954,product-255471,2,16,69,13,22,1,87,93,60
955,product-89655,2,16,43,41,36,15,87,93,60
956,product-282464,2,16,44,0,22,28,87,93,60
957,product-282031,2,16,61,21,23,33,87,93,60
958,product-249421,2,16,68,35,26,8,87,93,60
959,product-249147,2,16,68,36,26,8,87,93,60
960,product-249963,2,16,67,4,24,10,87,93,60
961,product-107577,2,16,55,4,23,73,87,93,60
962,product-86575,2,16,49,0,22,36,87,93,60
963,product-263864,2,16,58,62,50,40,87,93,60
964,product-95765,2,16,46,26,24,25,87,93,60
965,product-96230,2,16,50,30,29,32,87,93,60
966,product-98505,2,16,51,17,30,37,87,93,60
967,product-275871,2,16,54,2,22,29,87,93,60
968,product-257439,2,16,60,12,22,24,87,93,60
969,product-260564,2,16,70,24,26,3,87,93,60
970,product-259314,2,16,35,38,25,16,87,93,60
971,product-275272,2,16,68,24,34,38,87,93,60
972,product-286457,2,16,76,35,27,21,87,93,60
973,product-234870,2,16,64,54,29,25,87,93,60
974,product-23489,2,16,47,12,25,43,87,93,60
975,product-230623,2,16,67,2,22,59,87,93,60
976,product-10656,2,16,37,3,24,6,87,93,60
977,product-119427,2,16,61,9,22,47,87,93,60
978,product-291421,2,16,68,43,32,33,87,93,60
979,product-244660,2,16,68,54,30,14,87,93,60
980,product-110520,2,16,57,6,22,74,87,93,60
981,product-243420,2,16,67,58,30,16,87,93,60
982,product-111519,2,16,58,0,22,75,87,93,60
983,product-287333,2,16,76,36,28,21,87,93,60
984,product-84811,2,16,37,25,21,7,87,93,60
985,product-114747,2,16,56,9,22,40,87,93,60
986,product-9502,2,16,78,18,23,14,87,93,60
987,product-111758,2,16,58,21,29,59,87,93,60
988,product-81663,2,16,36,12,25,4,87,93,60
989,product-112548,2,16,57,30,25,38,87,93,60
990,product-242292,2,16,67,61,29,17,87,93,60
991,product-387671,2,16,34,10,23,36,87,93,60
992,product-153003,2,16,62,2,22,32,87,93,60
993,product-375951,2,16,74,20,28,24,87,93,60
994,product-366662,2,16,78,23,24,13,87,93,60
995,product-387572,2,16,34,0,22,32,87,93,60
996,product-37541,2,16,56,39,32,60,87,93,60
997,product-19125,2,16,46,6,25,39,87,93,60
998,product-139772,2,16,69,2,22,78,87,93,60
999,product-134443,2,16,58,6,22,49,87,93,60
1000,product-140608,2,16,68,6,23,85,87,93,60
1001,product-377703,2,16,73,2,23,19,87,93,60
1002,product-376388,2,16,66,2,22,61,87,93,60
1003,product-164188,2,16,54,3,23,23,87,93,60
1004,product-39594,2,16,56,24,26,60,87,93,60
1005,product-139751,2,16,71,20,24,70,87,93,60
1006,product-154595,2,16,59,40,39,31,87,93,60
1007,product-374167,2,16,75,43,31,29,87,93,60
1008,product-42279,2,16,54,17,25,56,87,93,60
1009,product-195518,2,16,54,2,22,26,87,93,60
1010,product-141599,2,16,72,2,22,68,87,93,60
1011,product-43353,2,16,54,26,24,57,87,93,60
1012,product-1853,2,16,11,0,22,5,87,93,60
1013,product-50802,2,16,51,13,26,42,87,93,60
1014,product-50849,2,16,45,23,23,30,87,93,60
1015,product-316505,2,18,49,9,23,12,87,93,60
1016,product-317826,2,18,63,9,24,12,87,93,60
1017,product-30155,2,18,43,17,24,31,87,93,60
1018,product-124275,2,18,59,11,22,42,87,93,60
1019,product-22369,2,18,38,0,22,27,87,93,60
1020,product-313135,2,18,48,6,23,15,87,93,60
1021,product-123226,2,18,64,15,22,54,87,93,60
1022,product-312985,2,18,63,0,22,29,87,93,60
1023,product-123956,2,18,71,29,34,67,87,93,60
